
==================== BANG DANH GIA MASK ====================
------------------------------------------------------------------------------------
| File                     | Dice        | IoU         | Precision   | Recall      | 
| 1256.png                 | 0.0018      | 0.0009      | 0.0009      | 0.1204      | 
| 1257.png                 | 0.0008      | 0.0004      | 0.0004      | 0.0445      | 
| 1258.png                 | 0.0002      | 0.0001      | 0.0001      | 0.0087      | 
| 1259.png                 | 0.0008      | 0.0004      | 0.0004      | 0.0401      | 
| 1260.png                 | 0.0028      | 0.0014      | 0.0014      | 0.1332      | 
| 1261.png                 | 0.0000      | 0.0000      | 0.0000      | 0.0000      | 
| 1262.png                 | 0.0005      | 0.0002      | 0.0003      | 0.0155      | 
| 1264.png                 | 0.0010      | 0.0005      | 0.0005      | 0.0445      | 
| 1265.png                 | 0.0010      | 0.0005      | 0.0005      | 0.0558      | 
| 1266.png                 | 0.0000      | 0.0000      | 0.0000      | 0.0000      | 
| 1273.png                 | 0.0012      | 0.0006      | 0.0006      | 0.0176      | 
| 1274.png                 | 0.0001      | 0.0001      | 0.0001      | 0.0040      | 
| 1276.png                 | 0.0081      | 0.0041      | 0.0042      | 0.1359      | 
| 1277.png                 | 0.0051      | 0.0026      | 0.0026      | 0.0743      | 
| 1278.png                 | 0.0071      | 0.0035      | 0.0037      | 0.1061      | 
| 1281.png                 | 0.0623      | 0.0321      | 0.0329      | 0.5970      | 
| 1282.png                 | 0.0474      | 0.0243      | 0.0248      | 0.5517      | 
| 1285.png                 | 0.0000      | 0.0000      | 0.0000      | 0.0000      | 
| 1286.png                 | 0.0001      | 0.0001      | 0.0001      | 0.0051      | 
| 1287.png                 | 0.0017      | 0.0009      | 0.0009      | 0.1412      | 
| 1289.png                 | 0.0000      | 0.0000      | 0.0000      | 0.0000      | 
| 1291.png                 | 0.0024      | 0.0012      | 0.0012      | 0.0704      | 
| 1293.png                 | 0.0142      | 0.0071      | 0.0072      | 0.3934      | 
| 1294.png                 | 0.0064      | 0.0032      | 0.0033      | 0.1688      | 
| 1296.png                 | 0.0244      | 0.0124      | 0.0128      | 0.2507      | 
| 1297.png                 | 0.0002      | 0.0001      | 0.0001      | 0.0024      | 
| 1298.png                 | 0.0179      | 0.0090      | 0.0092      | 0.3531      | 
| 1299.png                 | 0.0018      | 0.0009      | 0.0009      | 0.0455      | 
| 13.png                   | 0.9531      | 0.9104      | 0.9908      | 0.9181      | 
| 1300.png                 | 0.0028      | 0.0014      | 0.0014      | 0.1569      | 
| 1302.png                 | 0.0000      | 0.0000      | 0.0000      | 0.0000      | 
| 1303.png                 | 0.0013      | 0.0006      | 0.0006      | 0.0577      | 
| 1304.png                 | 0.0402      | 0.0205      | 0.0208      | 0.5924      | 
| 1305.png                 | 0.0000      | 0.0000      | 0.0000      | 0.0000      | 
| 1307.png                 | 0.0017      | 0.0008      | 0.0008      | 0.0486      | 
| 1308.png                 | 0.0094      | 0.0047      | 0.0048      | 0.2077      | 
| 1309.png                 | 0.0036      | 0.0018      | 0.0018      | 0.1286      | 
| 1310.png                 | 0.0212      | 0.0107      | 0.0111      | 0.2207      | 
| 1311.png                 | 0.0148      | 0.0075      | 0.0078      | 0.1535      | 
| 1312.png                 | 0.0094      | 0.0047      | 0.0049      | 0.1296      | 
| 1313.png                 | 0.0000      | 0.0000      | 0.0000      | 0.0000      | 
| 1314.png                 | 0.0026      | 0.0013      | 0.0013      | 0.0666      | 
| 1315.png                 | 0.0045      | 0.0023      | 0.0023      | 0.1067      | 
| 1317.png                 | 0.0021      | 0.0011      | 0.0011      | 0.0162      | 
| 1318.png                 | 0.0100      | 0.0050      | 0.0052      | 0.1178      | 
| 1319.png                 | 0.0043      | 0.0021      | 0.0022      | 0.0545      | 
| 132.png                  | 0.5948      | 0.4233      | 1.0000      | 0.4233      | 
| 1320.png                 | 0.0027      | 0.0014      | 0.0014      | 0.0658      | 
| 1321.png                 | 0.0027      | 0.0014      | 0.0014      | 0.0962      | 
| 1322.png                 | 0.0072      | 0.0036      | 0.0036      | 0.3452      | 
| 1323.png                 | 0.0013      | 0.0007      | 0.0007      | 0.1195      | 
| 1324.png                 | 0.0039      | 0.0020      | 0.0020      | 0.0908      | 
| 1325.png                 | 0.0028      | 0.0014      | 0.0014      | 0.1940      | 
| 1326.png                 | 0.0065      | 0.0033      | 0.0033      | 0.1259      | 
| 1327.png                 | 0.0014      | 0.0007      | 0.0007      | 0.0409      | 
| 1328.png                 | 0.0015      | 0.0008      | 0.0008      | 0.0393      | 
| 1329.png                 | 0.0182      | 0.0092      | 0.0135      | 0.0280      | 
| 133.png                  | 0.7935      | 0.6577      | 0.9981      | 0.6585      | 
| 1330.png                 | 0.0000      | 0.0000      | 0.0000      | 0.0000      | 
| 1333.png                 | 0.0036      | 0.0018      | 0.0018      | 0.0879      | 
| 1334.png                 | 0.0008      | 0.0004      | 0.0004      | 0.0175      | 
| 1335.png                 | 0.0041      | 0.0020      | 0.0021      | 0.0879      | 
| 1337.png                 | 0.0041      | 0.0021      | 0.0021      | 0.1107      | 
| 134.png                  | 0.8629      | 0.7589      | 0.9924      | 0.7634      | 
| 1345.png                 | 0.0230      | 0.0116      | 0.0118      | 0.4736      | 
| 1348.png                 | 0.0000      | 0.0000      | 0.0000      | 0.0000      | 
| 1349.png                 | 0.0013      | 0.0006      | 0.0006      | 0.0736      | 
| 1350.png                 | 0.0001      | 0.0000      | 0.0000      | 0.0060      | 
| 1353.png                 | 0.0000      | 0.0000      | 0.0000      | 0.0000      | 
| 1354.png                 | 0.0005      | 0.0002      | 0.0003      | 0.0020      | 
| 1355.png                 | 0.0198      | 0.0100      | 0.0107      | 0.1375      | 
| 1356.png                 | 0.0058      | 0.0029      | 0.0032      | 0.0363      | 
| 1357.png                 | 0.0000      | 0.0000      | 0.0000      | 0.0000      | 
| 1358.png                 | 0.0060      | 0.0030      | 0.0032      | 0.0460      | 
| 1359.png                 | 0.0136      | 0.0069      | 0.0071      | 0.1562      | 
| 1370.png                 | 0.0056      | 0.0028      | 0.0029      | 0.0949      | 
| 1371.png                 | 0.0029      | 0.0015      | 0.0015      | 0.0631      | 
| 1372.png                 | 0.0014      | 0.0007      | 0.0007      | 0.0398      | 
| 1373.png                 | 0.0039      | 0.0019      | 0.0020      | 0.1314      | 
