
==================== BANG DANH GIA MASK ====================
------------------------------------------------------------------------------------
| File                     | Dice        | IoU         | Precision   | Recall      |
| 1321.png                 | 0.7767      | 0.6349      | 1.0000      | 0.6349      |
| 1322.png                 | 0.7351      | 0.5812      | 1.0000      | 0.5812      |
| 1323.png                 | 0.8169      | 0.6905      | 0.7398      | 0.9119      |
| 1324.png                 | 0.8520      | 0.7422      | 1.0000      | 0.7422      |
| 1325.png                 | 0.7882      | 0.6504      | 0.9887      | 0.6552      |
| 1326.png                 | 0.8052      | 0.6740      | 0.8405      | 0.7728      |
| 1327.png                 | 0.9327      | 0.8740      | 0.9547      | 0.9118      |
| 1328.png                 | 0.9266      | 0.8632      | 0.9759      | 0.8820      |
| 1329.png                 | 0.8146      | 0.6872      | 0.9970      | 0.6886      |
| 133.png                  | 0.9314      | 0.8716      | 0.9990      | 0.8724      |
| 1330.png                 | 0.6629      | 0.4958      | 0.5844      | 0.7659      |
| 1333.png                 | 0.6522      | 0.4839      | 0.6784      | 0.6279      |
| 1334.png                 | 0.6536      | 0.4855      | 0.9941      | 0.4869      |
| 1335.png                 | 0.8523      | 0.7426      | 1.0000      | 0.7426      |
| 1337.png                 | 0.8958      | 0.8113      | 0.9850      | 0.8214      |
| 134.png                  | 0.9437      | 0.8935      | 0.9818      | 0.9085      |
| 1345.png                 | 0.8504      | 0.7398      | 0.9910      | 0.7448      |
| 1348.png                 | 0.7159      | 0.5575      | 0.5724      | 0.9554      |
| 1349.png                 | 0.8401      | 0.7243      | 0.9936      | 0.7277      |
| 1350.png                 | 0.8618      | 0.7572      | 0.9362      | 0.7984      |
| 1353.png                 | 0.5667      | 0.3954      | 0.3975      | 0.9864      |
| 1354.png                 | 0.8861      | 0.7956      | 0.8196      | 0.9645      |
| 1355.png                 | 0.8921      | 0.8052      | 0.8627      | 0.9237      |
| 1356.png                 | 0.9590      | 0.9213      | 0.9655      | 0.9527      |
| 1357.png                 | 0.9657      | 0.9338      | 0.9647      | 0.9668      |
| 1358.png                 | 0.9541      | 0.9122      | 0.9656      | 0.9428      |
| 1359.png                 | 0.9316      | 0.8719      | 0.9562      | 0.9082      |
| 1370.png                 | 0.8145      | 0.6871      | 0.7268      | 0.9264      |
| 1371.png                 | 0.8185      | 0.6927      | 0.7408      | 0.9143      |
| 1372.png                 | 0.9323      | 0.8732      | 0.9009      | 0.9660      |
| 1373.png                 | 0.9080      | 0.8315      | 0.9243      | 0.8923      |
| 1374.png                 | 0.8213      | 0.6969      | 0.7401      | 0.9227      |
| 1375.png                 | 0.7012      | 0.5399      | 0.5744      | 0.9000      |
| 1376.png                 | 0.7852      | 0.6464      | 0.6970      | 0.8991      |
| 1377.png                 | 0.7957      | 0.6607      | 0.9109      | 0.7063      |
| 1378.png                 | 0.6674      | 0.5008      | 0.5787      | 0.7881      |
| 1379.png                 | 0.8116      | 0.6829      | 0.8166      | 0.8066      |
| 1380.png                 | 0.5165      | 0.3482      | 0.3882      | 0.7713      |
| 1381.png                 | 0.7708      | 0.6271      | 0.6681      | 0.9107      |
| 1382.png                 | 0.7133      | 0.5544      | 0.9416      | 0.5741      |
| 1389.png                 | 0.7770      | 0.6353      | 0.7792      | 0.7748      |
| 139.png                  | 0.9404      | 0.8875      | 0.9861      | 0.8987      |
| 1390.png                 | 0.9023      | 0.8219      | 0.9873      | 0.8307      |
| 1397.png                 | 0.5569      | 0.3859      | 0.7709      | 0.4358      |
| 14.png                   | 0.9565      | 0.9166      | 0.9889      | 0.9261      |
| 140.png                  | 0.9360      | 0.8797      | 0.9831      | 0.8933      |
| 1405.png                 | 0.7723      | 0.6290      | 0.6663      | 0.9182      |
| 1406.png                 | 0.7535      | 0.6045      | 0.6524      | 0.8916      |
| 1407.png                 | 0.8333      | 0.7142      | 0.8520      | 0.8153      |
| 1409.png                 | 0.8987      | 0.8160      | 0.9186      | 0.8796      |
| 1410.png                 | 0.9008      | 0.8196      | 0.8844      | 0.9179      |
| 1411.png                 | 0.8806      | 0.7866      | 0.8587      | 0.9035      |
| 1412.png                 | 0.8071      | 0.6765      | 0.9964      | 0.6782      |
| 1414.png                 | 0.8077      | 0.6775      | 0.7361      | 0.8949      |
| 1415.png                 | 0.8745      | 0.7770      | 0.9218      | 0.8318      |
| 1416.png                 | 0.8851      | 0.7939      | 0.8891      | 0.8811      |
| 1417.png                 | 0.8634      | 0.7596      | 0.9148      | 0.8174      |
| 1418.png                 | 0.9225      | 0.8561      | 0.9797      | 0.8715      |
