
==================== BANG DANH GIA MASK ====================
------------------------------------------------------------------------------------
| File                     | Dice        | IoU         | Precision   | Recall      |
| 1438.png                 | 0.9162      | 0.8453      | 0.9634      | 0.8734      |
| 1439.png                 | 0.8939      | 0.8082      | 0.9954      | 0.8112      |
| 1442.png                 | 0.8626      | 0.7584      | 0.8414      | 0.8848      |
| 1443.png                 | 0.8850      | 0.7938      | 0.8972      | 0.8732      |
| 1444.png                 | 0.9219      | 0.8551      | 0.9416      | 0.9030      |
| 1445.png                 | 0.9552      | 0.9142      | 0.9951      | 0.9184      |
| 1446.png                 | 0.9335      | 0.8754      | 0.9738      | 0.8965      |
| 1450.png                 | 0.9215      | 0.8544      | 0.8777      | 0.9698      |
| 1451.png                 | 0.8291      | 0.7081      | 0.7287      | 0.9616      |
| 1452.png                 | 0.8473      | 0.7350      | 0.7940      | 0.9082      |
| 1453.png                 | 0.8926      | 0.8060      | 0.9517      | 0.8404      |
| 1454.png                 | 0.8717      | 0.7726      | 1.0000      | 0.7726      |
| 1455.png                 | 0.6626      | 0.4955      | 0.9899      | 0.4980      |
| 1456.png                 | 0.7756      | 0.6334      | 0.7906      | 0.7611      |
| 1457.png                 | 0.9180      | 0.8484      | 0.9586      | 0.8806      |
| 1458.png                 | 0.9147      | 0.8428      | 0.8953      | 0.9350      |
| 1460.png                 | 0.4529      | 0.2928      | 0.3589      | 0.6137      |
| 1461.png                 | 0.3720      | 0.2285      | 0.2460      | 0.7622      |
| 1462.png                 | 0.8635      | 0.7599      | 0.7735      | 0.9772      |
| 1469.png                 | 0.8630      | 0.7590      | 0.9650      | 0.7805      |
| 147.png                  | 0.3559      | 0.2164      | 0.2167      | 0.9954      |
| 1470.png                 | 0.8554      | 0.7473      | 0.9147      | 0.8032      |
| 1472.png                 | 0.7831      | 0.6435      | 0.7778      | 0.7885      |
| 1473.png                 | 0.7066      | 0.5463      | 0.6026      | 0.8540      |
| 1474.png                 | 0.8496      | 0.7385      | 0.8067      | 0.8972      |
| 1476.png                 | 0.8753      | 0.7783      | 0.8393      | 0.9146      |
| 1477.png                 | 0.8515      | 0.7414      | 0.8030      | 0.9062      |
| 1478.png                 | 0.8691      | 0.7686      | 0.8139      | 0.9324      |
| 1479.png                 | 0.8160      | 0.6892      | 0.9466      | 0.7170      |
| 1480.png                 | 0.5084      | 0.3409      | 0.9086      | 0.3530      |
| 1481.png                 | 0.8807      | 0.7868      | 0.9547      | 0.8173      |
| 1482.png                 | 0.7550      | 0.6065      | 0.9495      | 0.6267      |
| 1484.png                 | 0.8838      | 0.7917      | 0.8473      | 0.9235      |
| 1485.png                 | 0.8734      | 0.7752      | 0.9372      | 0.8177      |
| 1486.png                 | 0.8121      | 0.6836      | 0.9062      | 0.7357      |
| 1487.png                 | 0.6810      | 0.5163      | 0.9675      | 0.5254      |
| 1488.png                 | 0.6816      | 0.5170      | 0.8931      | 0.5511      |
| 1490.png                 | 0.7105      | 0.5510      | 0.7794      | 0.6527      |
| 1491.png                 | 0.8249      | 0.7020      | 0.7765      | 0.8797      |
| 1492.png                 | 0.8579      | 0.7512      | 0.8244      | 0.8943      |
| 1496.png                 | 0.8228      | 0.6990      | 0.8624      | 0.7868      |
| 1498.png                 | 0.4438      | 0.2852      | 0.9601      | 0.2886      |
| 1499.png                 | 0.8473      | 0.7351      | 0.8349      | 0.8602      |
| 15.png                   | 0.8941      | 0.8085      | 0.9738      | 0.8265      |
| 1500.png                 | 0.9500      | 0.9048      | 0.9611      | 0.9391      |
| 1501.png                 | 0.9207      | 0.8531      | 0.9067      | 0.9353      |
| 1503.png                 | 0.9264      | 0.8629      | 0.9049      | 0.9489      |
| 1506.png                 | 0.5577      | 0.3867      | 0.4038      | 0.9014      |
| 1507.png                 | 0.9165      | 0.8458      | 0.9469      | 0.8880      |
| 1508.png                 | 0.9053      | 0.8270      | 0.8814      | 0.9305      |
| 1509.png                 | 0.9361      | 0.8799      | 0.9675      | 0.9067      |
| 1510.png                 | 0.0683      | 0.0353      | 1.0000      | 0.0353      |
| 1511.png                 | 0.7501      | 0.6002      | 0.9190      | 0.6337      |
