
==================== BANG DANH GIA MASK ====================
------------------------------------------------------------------------------------
| File                     | Dice        | IoU         | Precision   | Recall      | 
| 1348.png                 | 0.5655      | 0.3942      | 0.4004      | 0.9624      | 
| 1349.png                 | 0.8857      | 0.7948      | 0.9737      | 0.8122      | 
| 1350.png                 | 0.8692      | 0.7687      | 0.8884      | 0.8508      | 
| 1353.png                 | 0.4060      | 0.2547      | 0.2548      | 0.9978      | 
| 1354.png                 | 0.8565      | 0.7491      | 0.7566      | 0.9869      | 
| 1355.png                 | 0.8926      | 0.8060      | 0.8617      | 0.9257      | 
| 1356.png                 | 0.9585      | 0.9202      | 0.9621      | 0.9549      | 
| 1357.png                 | 0.9670      | 0.9360      | 0.9613      | 0.9727      | 
| 1358.png                 | 0.9593      | 0.9218      | 0.9632      | 0.9554      | 
| 1359.png                 | 0.9321      | 0.8729      | 0.9562      | 0.9092      | 
| 1370.png                 | 0.8046      | 0.6730      | 0.7071      | 0.9332      | 
| 1371.png                 | 0.7631      | 0.6170      | 0.6389      | 0.9474      | 
| 1372.png                 | 0.9218      | 0.8550      | 0.8767      | 0.9718      | 
| 1373.png                 | 0.9027      | 0.8227      | 0.9050      | 0.9004      | 
| 1374.png                 | 0.5737      | 0.4023      | 0.4113      | 0.9485      | 
| 1375.png                 | 0.7074      | 0.5473      | 0.5663      | 0.9421      | 
| 1376.png                 | 0.7838      | 0.6445      | 0.6783      | 0.9281      | 
| 1377.png                 | 0.8013      | 0.6685      | 0.9098      | 0.7159      | 
| 1378.png                 | 0.5031      | 0.3361      | 0.3524      | 0.8794      | 
| 1379.png                 | 0.7487      | 0.5983      | 0.6635      | 0.8589      | 
| 1380.png                 | 0.4668      | 0.3045      | 0.3177      | 0.8798      | 
| 1381.png                 | 0.7385      | 0.5854      | 0.6124      | 0.9300      | 
| 1382.png                 | 0.7267      | 0.5708      | 0.9381      | 0.5931      | 
| 1389.png                 | 0.7638      | 0.6179      | 0.7459      | 0.7826      | 
| 139.png                  | 0.9428      | 0.8918      | 0.9816      | 0.9070      | 
| 1390.png                 | 0.9091      | 0.8334      | 0.9836      | 0.8451      | 
| 1397.png                 | 0.5538      | 0.3829      | 0.6232      | 0.4983      | 
| 14.png                   | 0.9567      | 0.9169      | 0.9884      | 0.9269      | 
| 140.png                  | 0.9360      | 0.8797      | 0.9716      | 0.9029      | 
| 1405.png                 | 0.7816      | 0.6415      | 0.6607      | 0.9567      | 
| 1406.png                 | 0.7217      | 0.5646      | 0.6012      | 0.9026      | 
| 1407.png                 | 0.7819      | 0.6419      | 0.7348      | 0.8354      | 
| 1409.png                 | 0.8954      | 0.8105      | 0.8765      | 0.9150      | 
| 1410.png                 | 0.8980      | 0.8149      | 0.8376      | 0.9678      | 
| 1411.png                 | 0.8666      | 0.7647      | 0.8260      | 0.9115      | 
| 1412.png                 | 0.8286      | 0.7073      | 0.9797      | 0.7178      | 
| 1414.png                 | 0.7221      | 0.5650      | 0.5969      | 0.9136      | 
| 1415.png                 | 0.8421      | 0.7272      | 0.8162      | 0.8696      | 
| 1416.png                 | 0.8919      | 0.8048      | 0.8883      | 0.8954      | 
| 1417.png                 | 0.8691      | 0.7685      | 0.9132      | 0.8290      | 
| 1418.png                 | 0.9278      | 0.8654      | 0.9705      | 0.8888      | 
| 1419.png                 | 0.8980      | 0.8148      | 0.9274      | 0.8704      | 
