
==================== BANG DANH GIA MASK ====================
------------------------------------------------------------------------------------
| File                     | Dice        | IoU         | Precision   | Recall      | 
| 1145.png                 | 0.1467      | 0.0792      | 0.0798      | 0.9052      | 
| 1146.png                 | 0.1431      | 0.0771      | 0.0777      | 0.9018      | 
| 1147.png                 | 0.1056      | 0.0558      | 0.0564      | 0.8247      | 
| 1148.png                 | 0.0753      | 0.0391      | 0.0404      | 0.5586      | 
| 1149.png                 | 0.0595      | 0.0306      | 0.0317      | 0.4705      | 
| 115.png                  | 0.3183      | 0.1893      | 0.2043      | 0.7203      | 
| 1151.png                 | 0.0542      | 0.0278      | 0.0283      | 0.6586      | 
| 1152.png                 | 0.0563      | 0.0290      | 0.0294      | 0.6531      | 
| 1154.png                 | 0.0507      | 0.0260      | 0.0277      | 0.3013      | 
| 1155.png                 | 0.0533      | 0.0274      | 0.0291      | 0.3168      | 
| 1156.png                 | 0.0788      | 0.0410      | 0.0429      | 0.4798      | 
| 1157.png                 | 0.1400      | 0.0752      | 0.0766      | 0.8079      | 
| 1158.png                 | 0.1736      | 0.0951      | 0.1013      | 0.6048      | 
| 1159.png                 | 0.1787      | 0.0981      | 0.1041      | 0.6304      | 
| 116.png                  | 0.3409      | 0.2055      | 0.2271      | 0.6839      | 
| 1160.png                 | 0.1129      | 0.0598      | 0.0625      | 0.5793      | 
| 1161.png                 | 0.1671      | 0.0912      | 0.0936      | 0.7769      | 
| 1162.png                 | 0.2000      | 0.1111      | 0.1138      | 0.8251      | 
| 1163.png                 | 0.1712      | 0.0936      | 0.0967      | 0.7454      | 
| 1169.png                 | 0.0125      | 0.0063      | 0.0075      | 0.0368      | 
| 117.png                  | 0.2507      | 0.1433      | 0.2184      | 0.2942      | 
| 1170.png                 | 0.0312      | 0.0158      | 0.0192      | 0.0837      | 
| 1171.png                 | 0.0609      | 0.0314      | 0.0383      | 0.1487      | 
| 1172.png                 | 0.0828      | 0.0432      | 0.0523      | 0.1994      | 
| 1173.png                 | 0.0919      | 0.0482      | 0.0571      | 0.2349      | 
| 1174.png                 | 0.0711      | 0.0368      | 0.0431      | 0.2033      | 
| 1175.png                 | 0.0595      | 0.0307      | 0.0332      | 0.2860      | 
| 1176.png                 | 0.0622      | 0.0321      | 0.0326      | 0.6768      | 
| 1177.png                 | 0.0851      | 0.0444      | 0.0479      | 0.3812      | 
| 1178.png                 | 0.0617      | 0.0318      | 0.0356      | 0.2318      | 
| 1179.png                 | 0.0594      | 0.0306      | 0.0333      | 0.2772      | 
| 118.png                  | 0.2957      | 0.1735      | 0.1811      | 0.8056      | 
| 1180.png                 | 0.0250      | 0.0127      | 0.0139      | 0.1238      | 
| 1182.png                 | 0.1091      | 0.0577      | 0.0595      | 0.6572      | 
| 1183.png                 | 0.1725      | 0.0944      | 0.1013      | 0.5786      | 
| 1184.png                 | 0.2310      | 0.1306      | 0.1376      | 0.7190      | 
| 1185.png                 | 0.2303      | 0.1302      | 0.1434      | 0.5845      | 
| 1186.png                 | 0.2482      | 0.1417      | 0.1496      | 0.7297      | 
| 1187.png                 | 0.2260      | 0.1274      | 0.1380      | 0.6225      | 
| 1188.png                 | 0.1880      | 0.1038      | 0.1131      | 0.5577      | 
| 1194.png                 | 0.0658      | 0.0340      | 0.0358      | 0.4040      | 
| 1195.png                 | 0.0302      | 0.0153      | 0.0166      | 0.1694      | 
| 1197.png                 | 0.0045      | 0.0023      | 0.0025      | 0.0249      | 
| 12.png                   | 0.5812      | 0.4096      | 0.4151      | 0.9689      | 
| 1202.png                 | 0.0351      | 0.0179      | 0.0188      | 0.2702      | 
| 1205.png                 | 0.0309      | 0.0157      | 0.0159      | 0.6186      | 
| 1219.png                 | 0.0764      | 0.0397      | 0.0452      | 0.2490      | 
| 1220.png                 | 0.0341      | 0.0173      | 0.0209      | 0.0934      | 
| 1221.png                 | 0.0629      | 0.0325      | 0.0384      | 0.1728      | 
| 1222.png                 | 0.0681      | 0.0353      | 0.0367      | 0.4743      | 
| 1223.png                 | 0.0795      | 0.0414      | 0.0428      | 0.5606      | 
| 1224.png                 | 0.0910      | 0.0476      | 0.0484      | 0.7421      | 
| 1225.png                 | 0.0459      | 0.0235      | 0.0243      | 0.4209      | 
| 1226.png                 | 0.0303      | 0.0154      | 0.0156      | 0.4807      | 
| 1227.png                 | 0.0395      | 0.0201      | 0.0205      | 0.5487      | 
| 1228.png                 | 0.0241      | 0.0122      | 0.0124      | 0.4131      | 
| 1230.png                 | 0.1553      | 0.0842      | 0.0899      | 0.5711      | 
| 1236.png                 | 0.0339      | 0.0172      | 0.0178      | 0.3650      | 
| 124.png                  | 0.2292      | 0.1295      | 0.1327      | 0.8427      | 
| 1244.png                 | 0.0848      | 0.0443      | 0.0450      | 0.7399      | 
| 1245.png                 | 0.0494      | 0.0253      | 0.0260      | 0.5044      | 
| 1246.png                 | 0.0902      | 0.0472      | 0.0489      | 0.5808      | 
| 1247.png                 | 0.1385      | 0.0744      | 0.0778      | 0.6338      | 
| 1248.png                 | 0.1759      | 0.0964      | 0.1011      | 0.6774      | 
| 1249.png                 | 0.1822      | 0.1002      | 0.1040      | 0.7325      | 
| 1250.png                 | 0.1437      | 0.0774      | 0.0809      | 0.6423      | 
| 1251.png                 | 0.0438      | 0.0224      | 0.0237      | 0.2867      | 
| 1252.png                 | 0.0480      | 0.0246      | 0.0261      | 0.3037      | 
| 1253.png                 | 0.0693      | 0.0359      | 0.0372      | 0.4969      | 
| 1254.png                 | 0.0622      | 0.0321      | 0.0333      | 0.4612      | 
| 1255.png                 | 0.0685      | 0.0355      | 0.0361      | 0.6716      | 
| 1256.png                 | 0.0560      | 0.0288      | 0.0291      | 0.7007      | 
| 1257.png                 | 0.0880      | 0.0460      | 0.0463      | 0.8962      | 
| 1258.png                 | 0.0874      | 0.0457      | 0.0462      | 0.7913      | 
| 1259.png                 | 0.0635      | 0.0328      | 0.0332      | 0.7256      | 
| 1260.png                 | 0.0675      | 0.0349      | 0.0359      | 0.5710      | 
| 1261.png                 | 0.0975      | 0.0513      | 0.0522      | 0.7493      | 
| 1262.png                 | 0.1189      | 0.0632      | 0.0642      | 0.8034      | 
| 1264.png                 | 0.1152      | 0.0611      | 0.0630      | 0.6703      | 
| 1265.png                 | 0.0754      | 0.0392      | 0.0399      | 0.6814      | 
| 1266.png                 | 0.0169      | 0.0085      | 0.0085      | 0.7013      | 
| 1273.png                 | 0.0109      | 0.0055      | 0.0060      | 0.0579      | 
| 1274.png                 | 0.0346      | 0.0176      | 0.0191      | 0.1825      | 
| 1276.png                 | 0.1554      | 0.0842      | 0.0906      | 0.5466      | 
| 1277.png                 | 0.1780      | 0.0977      | 0.1032      | 0.6466      | 
| 1278.png                 | 0.0937      | 0.0491      | 0.0587      | 0.2318      | 
| 1281.png                 | 0.1022      | 0.0539      | 0.0629      | 0.2723      | 
| 1282.png                 | 0.0878      | 0.0459      | 0.0512      | 0.3071      | 
| 1285.png                 | 0.0286      | 0.0145      | 0.0145      | 0.9176      | 
| 1286.png                 | 0.0330      | 0.0168      | 0.0168      | 0.9191      | 
| 1287.png                 | 0.0144      | 0.0072      | 0.0073      | 0.6853      | 
| 1289.png                 | 0.0407      | 0.0208      | 0.0212      | 0.5019      | 
| 1291.png                 | 0.0611      | 0.0315      | 0.0320      | 0.6841      | 
| 1293.png                 | 0.0332      | 0.0169      | 0.0177      | 0.2620      | 
| 1294.png                 | 0.0462      | 0.0237      | 0.0250      | 0.3118      | 
| 1296.png                 | 0.0792      | 0.0413      | 0.0426      | 0.5712      | 
| 1297.png                 | 0.0799      | 0.0416      | 0.0427      | 0.6275      | 
| 1298.png                 | 0.0588      | 0.0303      | 0.0309      | 0.6023      | 
| 1299.png                 | 0.0548      | 0.0282      | 0.0285      | 0.7496      | 
| 13.png                   | 0.5548      | 0.3839      | 0.3901      | 0.9606      | 
| 1300.png                 | 0.0357      | 0.0182      | 0.0182      | 0.8115      | 
| 1302.png                 | 0.0241      | 0.0122      | 0.0124      | 0.4036      | 
| 1303.png                 | 0.0698      | 0.0362      | 0.0364      | 0.8270      | 
| 1304.png                 | 0.0365      | 0.0186      | 0.0197      | 0.2449      | 
| 1305.png                 | 0.0415      | 0.0212      | 0.0226      | 0.2484      | 
| 1307.png                 | 0.0099      | 0.0050      | 0.0052      | 0.0908      | 
| 1308.png                 | 0.0363      | 0.0185      | 0.0193      | 0.2938      | 
| 1309.png                 | 0.0672      | 0.0347      | 0.0352      | 0.7195      | 
| 1310.png                 | 0.0858      | 0.0448      | 0.0480      | 0.4057      | 
| 1311.png                 | 0.1250      | 0.0667      | 0.0720      | 0.4740      | 
| 1312.png                 | 0.1264      | 0.0674      | 0.0708      | 0.5877      | 
| 1313.png                 | 0.1651      | 0.0900      | 0.0910      | 0.8889      | 
| 1314.png                 | 0.1780      | 0.0977      | 0.0990      | 0.8816      | 
| 1315.png                 | 0.1795      | 0.0986      | 0.1009      | 0.8102      | 
| 1317.png                 | 0.0962      | 0.0505      | 0.0521      | 0.6227      | 
| 1318.png                 | 0.1054      | 0.0556      | 0.0567      | 0.7393      | 
| 1319.png                 | 0.1512      | 0.0818      | 0.0829      | 0.8558      | 
| 132.png                  | 0.3369      | 0.2025      | 0.2189      | 0.7307      | 
| 1320.png                 | 0.1359      | 0.0729      | 0.0736      | 0.8767      | 
| 1321.png                 | 0.0935      | 0.0490      | 0.0499      | 0.7343      | 
| 1322.png                 | 0.0586      | 0.0302      | 0.0309      | 0.5566      | 
| 1323.png                 | 0.0191      | 0.0096      | 0.0097      | 0.5304      | 
| 1324.png                 | 0.0433      | 0.0221      | 0.0224      | 0.6783      | 
| 1325.png                 | 0.0266      | 0.0135      | 0.0136      | 0.5358      | 
| 1326.png                 | 0.0977      | 0.0514      | 0.0521      | 0.7860      | 
| 1327.png                 | 0.1165      | 0.0619      | 0.0623      | 0.8976      | 
| 1328.png                 | 0.1513      | 0.0818      | 0.0825      | 0.9087      | 
| 1329.png                 | 0.1361      | 0.0730      | 0.0752      | 0.7187      | 
| 133.png                  | 0.4049      | 0.2538      | 0.2600      | 0.9150      | 
| 1330.png                 | 0.0458      | 0.0234      | 0.0237      | 0.7124      | 
| 1333.png                 | 0.0701      | 0.0363      | 0.0373      | 0.5923      | 
| 1334.png                 | 0.0766      | 0.0398      | 0.0411      | 0.5632      | 
| 1335.png                 | 0.0931      | 0.0488      | 0.0510      | 0.5339      | 
| 1337.png                 | 0.0824      | 0.0430      | 0.0449      | 0.5022      | 
| 134.png                  | 0.4033      | 0.2526      | 0.2571      | 0.9342      | 
| 1345.png                 | 0.0341      | 0.0174      | 0.0183      | 0.2583      | 
| 1348.png                 | 0.0341      | 0.0174      | 0.0174      | 0.8592      | 
| 1349.png                 | 0.0540      | 0.0278      | 0.0280      | 0.7950      | 
| 1350.png                 | 0.0483      | 0.0248      | 0.0249      | 0.8448      | 
| 1353.png                 | 0.1638      | 0.0892      | 0.0914      | 0.7896      | 
| 1354.png                 | 0.2098      | 0.1172      | 0.1201      | 0.8314      | 
| 1355.png                 | 0.2312      | 0.1307      | 0.1348      | 0.8121      | 
